OBJECTNUMMER;FUNCTIE2_OMS;ZAAKNAAM;FUNCTIE2_ENG;FUNCTIE1_ID;FUNCTIE1_OMS;FUNCTIE1_ENG;FUNCTIE2_ID;LAAG;ADRESSEN_LIJST;ADRESSEN_VOT;ADRESSEN_AANTAL;OPPERVLAKTE_SOM;OPPERVLAKTE_NUL;CHECKDATUM;ZAAK_ID;COORDS;LNG;LAT;
10017;"Winkel dagelijkse food - Buurtsuper";"KAMMAN FRUIT PRIMEURS";"Store daily food - Neigborhoud groceries";"D";"Detailhandel";"Retail";"D04";1;"Beethovenstraat 50/H - 104 m2<br>";"03630000579173";1;104;0;"2017-02-12";2900;"POLYGON((4.876734 52.348609,4.876917 52.348599,4.876906 52.348533,4.876735 52.348543,4.876725 52.348544,4.876731 52.348583,4.876723 52.348583,4.876727 52.34861,4.876734 52.348609))";"4,876824";"52,348563";
10018;"Winkel overig";"STEPPIN OUT";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Beethovenstraat 52/H - 110 m2<br>";"03630000952827";1;110;0;"2017-02-12";2901;"POLYGON((4.876706 52.348476,4.876709 52.348504,4.876729 52.348503,4.876735 52.348543,4.876906 52.348533,4.876896 52.348465,4.876706 52.348476))";"4,87681";"52,348496";
10019;"Kantoor - Kantoorverzamelgebouw";"TUBANG CAPITAL";"Office - Collective offices";"K";"Kantoren";"Offices";"K01";2;"Beethovenstraat 53/1 - 61 m2<br>";"03630011290769";1;61;0;"2017-02-12";2903;"POLYGON((4.877251 52.347906,4.877262 52.347974,4.87745 52.347963,4.877447 52.347949,4.877457 52.347945,4.877454 52.347925,4.877443 52.347922,4.877439 52.347896,4.877251 52.347906))";"4,877358";"52,347928";
10020;"Winkel veel/vaak voorkomend";"RITUALS";"Shop you see a lot";"D";"Detailhandel";"Retail";"D02";1;"Beethovenstraat 54/H - 70 m2<br>";"03630000579180";1;70;0;"2017-02-12";2904;"POLYGON((4.876706 52.348476,4.876896 52.348465,4.876886 52.348397,4.876715 52.348407,4.876721 52.348445,4.876702 52.348446,4.876706 52.348476))";"4,876803";"52,3484295";
10021;"Winkel veel/vaak voorkomend";"T-MOBILE";"Shop you see a lot";"D";"Detailhandel";"Retail";"D02";1;"Beethovenstraat 57/H - 136 m2<br>";"03630000579185";1;136;0;"2017-02-12";2907;"POLYGON((4.877231 52.347772,4.877241 52.347839,4.877429 52.347829,4.877428 52.347818,4.877437 52.347812,4.877434 52.347792,4.877423 52.347788,4.877419 52.347762,4.877231 52.347772))";"4,877338";"52,3477925";
10022;"Winkel overig";"BASLER";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Beethovenstraat 58/H - 65 m2<br>";"03630000579188";1;65;0;"2017-02-12";2908;"POLYGON((4.876663 52.348273,4.87667 52.348313,4.876682 52.348312,4.876687 52.34834,4.876875 52.34833,4.876865 52.348262,4.876696 52.348272,4.876663 52.348273))";"4,876773";"52,348294";
10023;"Consumentendienstverlening overig";"APPL-TREE";"Consumer services other";"D";"Detailhandel";"Retail";"D13";1;"Beethovenstraat 59/1 - 84 m2<br>";"03630000995959";1;84;0;"2017-02-12";2909;"POLYGON((4.877221 52.347705,4.877231 52.347772,4.877419 52.347762,4.877415 52.347735,4.877423 52.34773,4.87742 52.347709,4.877411 52.347706,4.877409 52.347694,4.877221 52.347705))";"4,877326";"52,347726";
10024;"Winkel overig";"JESSE JEWELRY";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Beethovenstraat 60/H - 54 m2<br>";"03630000579196";1;54;0;"2017-02-12";2910;"POLYGON((4.876663 52.348204,4.876667 52.348232,4.87669 52.348231,4.876696 52.348272,4.876865 52.348262,4.876855 52.348194,4.876687 52.348203,4.876663 52.348204))";"4,876768";"52,3482255";
10025;"Winkel overig";"SISERA";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Beethovenstraat 61/H - 139 m2<br>";"03630000579198";1;139;0;"2017-02-12";2911;"POLYGON((4.877211 52.347638,4.877221 52.347705,4.877409 52.347694,4.877407 52.347683,4.877416 52.347678,4.877412 52.347658,4.877403 52.347654,4.877399 52.347627,4.877211 52.347638))";"4,8773175";"52,347659";
10026;"Winkel overig";"HET HUIS OPTICIENS";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Beethovenstraat 63/H - 94 m2<br>";"03630001014879";1;94;0;"2017-02-12";2912;"POLYGON((4.8772 52.34757,4.877211 52.347638,4.877399 52.347627,4.877395 52.347601,4.877402 52.347593,4.8774 52.347574,4.877391 52.347571,4.877389 52.34756,4.877223 52.347569,4.8772 52.34757))";"4,877305";"52,347592";
10027;"Winkel overig";"GROVEN";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Beethovenstraat 64/H - 131 m2<br>";"03630000579202";1;131;0;"2017-02-12";2913;"POLYGON((4.876651 52.348098,4.876656 52.348131,4.876676 52.34813,4.876687 52.348203,4.876855 52.348194,4.876838 52.348087,4.876651 52.348098))";"4,876757";"52,348138";
10028;"Winkel overig";"SISERA";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Beethovenstraat 65/H - 108 m2<br>";"03630000579206";1;108;0;"2017-02-12";2914;"POLYGON((4.87719 52.347504,4.877198 52.347555,4.877221 52.347554,4.877223 52.347569,4.877389 52.34756,4.877388 52.347549,4.877396 52.347544,4.877392 52.347523,4.877383 52.34752,4.877379 52.347493,4.87719 52.347504))";"4,877297";"52,3475255";
10029;"Winkel veel/vaak voorkomend";"PAUW";"Shop you see a lot";"D";"Detailhandel";"Retail";"D02";1;"Beethovenstraat 68 - 155 m2<br>";"03630000579215";1;155;0;"2017-02-12";2915;"POLYGON((4.876651 52.348098,4.876838 52.348087,4.876822 52.34798,4.876655 52.34799,4.876665 52.348057,4.876645 52.348058,4.876651 52.348098))";"4,8767455";"52,348031";
10030;"Winkel overig";"WOLFORD";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Beethovenstraat 67/H - 113 m2<br>";"03630000996021";1;113;0;"2017-02-12";2916;"POLYGON((4.87718 52.347437,4.877369 52.347426,4.877373 52.347453,4.877381 52.347454,4.877384 52.347476,4.877377 52.347481,4.877379 52.347493,4.87719 52.347504,4.87718 52.347437))";"4,877286";"52,347459";
10031;"Winkel dagelijkse food - Buurtsuper";"MARQT";"Store daily food - Neigborhoud groceries";"D";"Detailhandel";"Retail";"D04";1;"Beethovenstraat 69/H - 122 m2<br>";"03630000579216";1;122;0;"2017-02-12";2917;"POLYGON((4.87717 52.34737,4.87718 52.347437,4.877369 52.347426,4.877367 52.347415,4.877375 52.34741,4.877371 52.34739,4.877363 52.347386,4.877359 52.347359,4.87717 52.34737))";"4,8772765";"52,347392";
10032;"Winkel overig";"HUIZE VAN WELY SINDS 1922";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Beethovenstraat 72/H - 74 m2<br>";"03630000944329";1;74;0;"2017-02-12";2918;"POLYGON((4.876618 52.347884,4.876623 52.347919,4.876645 52.347919,4.876649 52.347946,4.876815 52.347937,4.876806 52.347874,4.876618 52.347884))";"4,8767205";"52,3479035";
10034;"Winkel dagelijkse food - Buurtsuper";"MARQT";"Store daily food - Neigborhoud groceries";"D";"Detailhandel";"Retail";"D04";1;"Beethovenstraat 71/H - 89 m2<br>Beethovenstraat 75 - 480 m2<br>";"03630001014881-03630023681580";2;569;0;"2017-02-12";2920;"POLYGON((4.877332 52.347293,4.877322 52.347225,4.87715 52.347235,4.87716 52.347302,4.87717 52.34737,4.877359 52.347359,4.877355 52.347332,4.877362 52.347326,4.877359 52.347305,4.877349 52.347301,4.877348 52.347292))";"4,87726";"52,3472895";
10035;"Winkel veel/vaak voorkomend";"BLOKKER";"Shop you see a lot";"D";"Detailhandel";"Retail";"D02";1;"Beethovenstraat 76 - 151 m2<br>";"03630000579233";1;151;0;"2017-02-12";2921;"POLYGON((4.876618 52.347884,4.876806 52.347874,4.876789 52.347767,4.876624 52.347776,4.876632 52.347845,4.876613 52.347847,4.876618 52.347884))";"4,8767135";"52,3478175";
10036;"Winkel overig";"KLEDING";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Beethovenstraat 77 - 87 m2<br>";"03630001169577";1;87;0;"2017-02-12";2922;"POLYGON((4.87714 52.34717,4.87715 52.347235,4.877322 52.347225,4.877313 52.347172,4.877288 52.34716,4.87714 52.34717))";"4,877235";"52,34719";
10037;"Winkel veel/vaak voorkomend";"GALL & GALL";"Shop you see a lot";"D";"Detailhandel";"Retail";"D02";1;"Beethovenstraat 78 - 122 m2<br>";"03630000579235";1;122;0;"2017-02-12";2923;"POLYGON((4.876601 52.347778,4.876624 52.347776,4.876789 52.347767,4.876772 52.347656,4.876608 52.347665,4.876618 52.347739,4.876579 52.347742,4.876582 52.347756,4.876597 52.347755,4.876601 52.347778))";"4,876688";"52,347709";
10038;"Consumentendienstverlening overig";"NAGELSTUDIO";"Consumer services other";"D";"Detailhandel";"Retail";"D13";1;"Beethovenstraat 83 - 287 m2<br>";"03630000579247";1;287;0;"2017-06-17";2924;"POLYGON((4.877052 52.346591,4.877061 52.346651,4.877227 52.34664,4.877218 52.346583,4.877052 52.346591))";"4,8771435";"52,34661";
10039;"Winkel veel/vaak voorkomend";"PAUW";"Shop you see a lot";"D";"Detailhandel";"Retail";"D02";1;"Beethovenstraat 82/H - 128 m2<br>";"03630011957720";1;128;0;"2017-02-12";2925;"POLYGON((4.876578 52.347645,4.876585 52.347641,4.876604 52.347641,4.876608 52.347665,4.876772 52.347656,4.876759 52.347567,4.876586 52.347561,4.876578 52.347645))";"4,876679";"52,3476055";
10040;"Winkel overig";"HARTMAN";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Beethovenstraat 88 - 123 m2<br>";"03630000579264";1;123;0;"2017-06-30";2926;"POLYGON((4.876554 52.347259,4.876558 52.347293,4.87657 52.347293,4.876571 52.347313,4.876719 52.347305,4.87671 52.347248,4.876554 52.347259))";"4,8766405";"52,3472715";
10041;"Lunchroom - Coffee-wifi (non-alcohol)";"PETIT GATEAU";"Lunchroom - Coffee-wifi (non-alcohol)";"H";"Horeca";"Hotels, bars, restaurants";"H05";1;"Beethovenstraat 92 - 64 m2<br>";"03630000579293";1;64;0;"2017-06-30";2928;"POLYGON((4.8765500 52.3472230,4.8765551 52.3472581,4.8767117 52.3472472,4.8766997 52.3471760,4.8765464 52.3471870,4.8765500 52.3472230))";"4,876628";"52,347217";
10042;"Consumentendienstverlening overig";"HET ZWARTE FIETSENPLAN";"Consumer services other";"D";"Detailhandel";"Retail";"D13";1;"Beethovenstraat 86 - 114 m2<br>";"03630000579255";1;114;0;"2017-06-30";2929;"POLYGON((4.876507 52.347317,4.876511 52.34736,4.876625 52.347355,4.876627 52.347365,4.876728 52.347359,4.876719 52.347305,4.876571 52.347313,4.876572 52.347315,4.876507 52.347317))";"4,8766215";"52,3473275";
10043;"Sportschool - Fitness - Yogaruimte";"YOGA";"Fitness - Gym - Yoga space";"S";"Sport";"Sports";"S04";1;"Beethovenstraat 87/H - 233 m2<br>";"03630000579257";1;233;0;"2017-06-17";2931;"POLYGON((4.877052 52.346482,4.877229 52.346472,4.877226 52.346453,4.877206 52.346454,4.877199 52.346407,4.877219 52.346406,4.877207 52.346327,4.877187 52.346328,4.87718 52.346281,4.877199 52.34628,4.877196 52.346262,4.87702 52.346272,4.877025 52.346303,4.877008 52.346304,4.877019 52.346378,4.87703 52.346451,4.877047 52.34645,4.877052 52.346482))";"4,8771225";"52,346366";
10044;"Winkel veel/vaak voorkomend";"HEMA";"Shop you see a lot";"D";"Detailhandel";"Retail";"D02";1;"Stadionweg 43 - 518 m2<br>Beethovenstraat 100 - 790 m2<br>";"03630011323781-03630023610460";2;1308;0;"2017-06-04";2933;"POLYGON((4.8764 52.346744,4.876595 52.346751,4.87663 52.346729,4.876618 52.346643,4.876604 52.346543,4.876426 52.346554,4.876258 52.346563,4.876241 52.346738),(4.876442999999999 52.346652999999996,4.876408 52.346655,4.876389 52.346636,4.876439 52.346633))";"4,8764345";"52,346646";
10045;"Winkel overig";"I DO I DO";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Beethovenstraat 103A - 0 m2<br>Beethovenstraat 105A - 190 m2<br>";"03630000948453-03630000948447";2;190;1;"2017-06-17";2936;"POLYGON((4.876919 52.345623,4.877096 52.345613,4.877093 52.345592,4.877073 52.345593,4.877067 52.34555,4.877087 52.345549,4.877074 52.345464,4.877054 52.345466,4.877047 52.345421,4.877067 52.34542,4.877064 52.3454,4.876886 52.34541,4.876891 52.345441,4.876874 52.345442,4.876885 52.345518,4.876897 52.345594,4.876914 52.345593,4.876919 52.345623))";"4,876989";"52,3455035";
10046;"Winkel dagelijkse food - Buurtsuper";"HERGO";"Store daily food - Neigborhoud groceries";"D";"Detailhandel";"Retail";"D04";1;"Beethovenstraat 49 - 191 m2<br>";"03630001025626";1;191;0;"2017-02-12";3031;"POLYGON((4.877272 52.348041,4.877288 52.34815,4.877468 52.34814,4.877461 52.348099,4.87747 52.348098,4.877468 52.348087,4.877477 52.348082,4.877474 52.348065,4.877463 52.348061,4.877459 52.34803,4.877272 52.348041))";"4,8773785";"52,3480825";
10047;"Winkel dagelijkse food - Buurtsuper";"BAKKER";"Store daily food - Neigborhoud groceries";"D";"Detailhandel";"Retail";"D04";1;"Beethovenstraat 41 - 152 m2<br>Brahmsstraat 19/H - 46 m2<br>";"03630000979596-03630000613870";2;198;0;"2017-06-04";3079;"POLYGON((4.87745 52.348242,4.877412 52.348245,4.877416 52.348276,4.877309 52.348283,4.877321 52.348363,4.877467 52.348355,4.87745 52.348242))";"4,877392";"52,348296";
10048;"Consumentendienstverlening overig";"FIETSENWINKEL";"Consumer services other";"D";"Detailhandel";"Retail";"D13";1;"Cliostraat 14/O - 135 m2<br>";"03630001021788";1;135;0;"2017-06-30";3332;"POLYGON((4.876101 52.347686,4.876264 52.347693,4.876249 52.347684,4.876236 52.347684,4.876239 52.347664,4.876229 52.347663,4.876231 52.347645,4.876255 52.347646,4.876264 52.347549,4.876116 52.347543,4.876101 52.347686))";"4,8761865";"52,3476115";
10049;"Winkel overig";"LINCHERIE";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Corellistraat 27 - 134 m2<br>";"03630001030301";1;134;0;"2017-06-04";3337;"POLYGON((4.878154 52.349441,4.87798 52.349512,4.878019 52.349548,4.878039 52.34955,4.87809 52.349529,4.878094 52.349532,4.878205 52.349487,4.878154 52.349441))";"4,8780965";"52,3494885";
10050;"Consumentendienstverlening overig";"VALERIUS REIZEN";"Consumer services other";"D";"Detailhandel";"Retail";"D13";1;"Cornelis Krusemanstraat 1A - 166 m2<br>";"03630003713747";1;166;0;"2017-06-12";3348;"POLYGON((4.863837 52.351276,4.863759 52.351385,4.863835 52.351405,4.863831 52.35141,4.86384 52.351413,4.863858 52.351411,4.863869 52.3514,4.863862 52.351398,4.863909 52.351332,4.863917 52.351334,4.863923 52.351326,4.863939 52.351303,4.863837 52.351276))";"4,863853";"52,3513365";
10051;"Winkel overig";"STEK CONTACTLENZEN";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Cornelis Krusemanstraat 45 - 59 m2<br>";"03630023960784";1;59;0;"2017-05-27";3358;"POLYGON((4.860715 52.350573,4.860817 52.350602,4.860841 52.350598,4.860884 52.350529,4.860776 52.350501,4.860774 52.350497,4.860759 52.3505,4.860762 52.350505,4.860715 52.350573))";"4,8608035";"52,350543";
10053;"Lunchroom - Coffee-wifi (non-alcohol)";"THE COLD PRESSED JUICERY";"Lunchroom - Coffee-wifi (non-alcohol)";"H";"Horeca";"Hotels, bars, restaurants";"H05";1;"Willemsparkweg 8/H - 72 m2<br>";"03630000872926";1;72;0;"2017-06-14";4740;"POLYGON((4.877532 52.358119,4.877579 52.358131,4.877683 52.358024,4.877672 52.358007,4.877622 52.357994,4.877532 52.358119))";"4,8776115";"52,358054";
10055;"Winkel overig";"MUSEUMSHOP";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Paulus Potterstraat 3 - 147 m2<br>";"03630000992340";1;147;0;"2017-06-29";7317;"POLYGON((4.883658 52.359182,4.88354 52.359348,4.883673 52.359384,4.883791 52.359218,4.883658 52.359182))";"4,8836695";"52,359277";
10056;"Consumentendienstverlening overig";"DE RIJWIELPLEISTER";"Consumer services other";"D";"Detailhandel";"Retail";"D13";1;"Camperstraat 14/H - 73 m2<br>";"03630000941214";1;73;0;"2017-04-10";7423;"POLYGON((4.912412 52.359008,4.912458 52.359019,4.912613 52.359058,4.912647 52.35901,4.912463 52.358964,4.912448 52.358986,4.91243 52.358981,4.912412 52.359008))";"4,9125335";"52,359004";
10057;"Consumentendienstverlening overig";"KAPSALON";"Consumer services other";"D";"Detailhandel";"Retail";"D13";1;"Boerhaaveplein 10 - 66 m2<br>Camperstraat 1 - 36 m2<br>";"03630000589712-03630000601890";2;102;0;"2017-04-10";7425;"POLYGON((4.912738 52.359249,4.912865 52.359276,4.912904 52.359208,4.912769 52.359179,4.912726 52.359241,4.912738 52.359249))";"4,912819";"52,3592195";
10058;"Consumentendienstverlening overig";"SCHOENREPARATIE";"Consumer services other";"D";"Detailhandel";"Retail";"D13";1;"Tilanusstraat 79/H - 62 m2<br>";"03630000828023";1;62;0;"2017-04-10";7428;"POLYGON((4.913647 52.359159,4.913729 52.359178,4.913796 52.359071,4.913714 52.359052,4.913647 52.359159))";"4,9137255";"52,359109";
10059;"Winkel overig";"LEEGSTAND";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Camperstraat 42 - 414 m2<br>";"03630000601949";1;414;0;"2017-04-10";7483;"POLYGON((4.913157 52.358005,4.913302 52.35804,4.913412 52.35788,4.913345 52.357864,4.913252 52.357841,4.913193 52.357857,4.913185 52.35787,4.91313 52.357856,4.913077 52.357937,4.91313 52.357951,4.913122 52.357963,4.913144 52.358002,4.913157 52.358005))";"4,9132485";"52,357932";
10060;"Kantoor - Kantoorverzamelgebouw";"HOLLAND HOME";"Office - Collective offices";"K";"Kantoren";"Offices";"K01";1;"Blasiusstraat 94A - 91 m2<br>";"03630021645524";1;91;0;"2017-04-10";7491;"POLYGON((4.911766 52.357179,4.911772 52.357181,4.911774 52.357177,4.911805 52.357185,4.911803 52.357188,4.911822 52.357193,4.911924 52.357025,4.911863 52.357011,4.911766 52.357179))";"4,911849";"52,3570945";
10062;"Kantoor - Kantoorverzamelgebouw";"BLACKMAGICMARKER";"Office - Collective offices";"K";"Kantoren";"Offices";"K01";1;"Blasiusstraat 98A - 54 m2<br>";"03630000588002";1;54;0;"2017-04-10";7493;"POLYGON((4.911983 52.35704,4.911888 52.357208,4.911958 52.357226,4.912102 52.357008,4.912011 52.356986,4.911983 52.35704))";"4,911999";"52,3570985";
10064;"Snackbar - IJssalon - Viskraam - Food-to-go";"DE VALENTINO";"Snack bar - Ice cream - Fish stall - Food-to-go";"H";"Horeca";"Hotels, bars, restaurants";"H04";1;"Eerste Oosterparkstraat 203 - 49 m2<br>";"03630000862259";1;49;0;"2017-03-24";7503;"POLYGON((4.913414 52.357255,4.91351 52.357279,4.913575 52.357167,4.913481 52.357143,4.913414 52.357255))";"4,9134985";"52,3572035";
10065;"Winkel veel/vaak voorkomend";"BLOKKER";"Shop you see a lot";"D";"Detailhandel";"Retail";"D02";1;"Eerste Oosterparkstraat 197 - 306 m2<br>";"03630000840410";1;306;0;"2017-03-24";7505;"POLYGON((4.913303 52.35724,4.913227 52.357221,4.91321 52.357246,4.912993 52.357191,4.913007 52.357171,4.913088 52.357045,4.913377 52.357117,4.913303 52.35724))";"4,913189";"52,3571385";
10066;"Snackbar - IJssalon - Viskraam - Food-to-go";"TOKO MUJI";"Snack bar - Ice cream - Fish stall - Food-to-go";"H";"Horeca";"Hotels, bars, restaurants";"H04";1;"Eerste Oosterparkstraat 193 - 76 m2<br>";"03630000834984";1;76;0;"2017-03-24";7506;"POLYGON((4.912873 52.357137,4.913007 52.357171,4.913088 52.357045,4.912958 52.357012,4.912873 52.357137))";"4,9129845";"52,357085";
10067;"Winkel overig";"JUMPER";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Eerste Oosterparkstraat 151 - 90 m2<br>";"03630000832103";1;90;0;"2017-03-24";7507;"POLYGON((4.912601 52.356947,4.912531 52.357051,4.912814 52.357122,4.9129 52.356998,4.912621 52.356928,4.912614 52.356927,4.912601 52.356947))";"4,9127195";"52,3570185";
10068;"Winkel overig";"LEEGSTAND";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Eerste Oosterparkstraat 135 - 55 m2<br>";"03630000548019";1;55;0;"2017-03-24";7509;"POLYGON((4.912224 52.356966,4.91232 52.35699,4.912397 52.356875,4.912301 52.356851,4.912224 52.356966))";"4,9123145";"52,3569135";
10069;"Snackbar - IJssalon - Viskraam - Food-to-go";"LO SBRANO";"Snack bar - Ice cream - Fish stall - Food-to-go";"H";"Horeca";"Hotels, bars, restaurants";"H04";1;"Eerste Oosterparkstraat 129 - 58 m2<br>";"03630000548007";1;58;0;"2017-03-24";7510;"POLYGON((4.91214 52.35681,4.912072 52.356922,4.912158 52.356944,4.912232 52.356833,4.91214 52.35681))";"4,912156";"52,3568695";
10071;"Belcenter - Internet-ruimte";"MEGA TELECOM";"Belcenter - Internet area";"D";"Detailhandel";"Retail";"D08";1;"Eerste Oosterparkstraat 117B - 49 m2<br>Eerste Oosterparkstraat 119A - 88 m2<br>";"03630023304908-03630001020092";2;137;0;"2017-03-24";7516;"POLYGON((4.911442 52.35677,4.911549 52.356797,4.91162 52.35668,4.911514 52.356653,4.911442 52.35677))";"4,911535";"52,3567185";
10072;"Consumentendienstverlening overig";"VITALITY";"Consumer services other";"D";"Detailhandel";"Retail";"D13";1;"Seranggracht 2 - 40 m2<br>";"03630000954454";1;40;0;"2017-04-14";9131;"POLYGON((4.932666 52.378173,4.93268 52.378201,4.932857 52.378166,4.932829 52.378114,4.932687 52.378142,4.932701 52.378166,4.932666 52.378173))";"4,9327655";"52,378152";
10073;"Consumentendienstverlening overig";"KAPSALON";"Consumer services other";"D";"Detailhandel";"Retail";"D13";1;"Sumatrakade 5 - 92 m2<br>";"03630001003479";1;92;0;"2017-04-14";9135;"POLYGON((4.936091 52.377596,4.936132 52.377692,4.936219 52.377677,4.936178 52.377582,4.936091 52.377596))";"4,936159";"52,3776295";
10074;"Consumentendienstverlening overig";"DE BEAUTY COACH";"Consumer services other";"D";"Detailhandel";"Retail";"D13";1;"Levantplein 54 - 84 m2<br>";"03630000940293";1;84;0;"2017-04-14";9149;"POLYGON((4.943312 52.376748,4.943499 52.376754,4.943507 52.376668,4.94332 52.376662,4.943312 52.376748))";"4,9434135";"52,3767005";
10075;"Consumentendienstverlening overig";"NIRIFAK RIJWIELHERSTELLERSBEDRIJF";"Consumer services other";"D";"Detailhandel";"Retail";"D13";1;"Levantplein 2 - 90 m2<br>Levantplein 4 - 85 m2<br>";"03630000942511-03630000942510";2;175;0;"2017-04-14";9151;"POLYGON((4.9416680 52.3767910,4.9417040 52.3766580,4.9419460 52.3766690,4.9419090 52.3768040,4.9416680 52.3767910))";"4,941806";"52,3767305";
10076;"Consumentendienstverlening overig";"KAPSALON COSMO";"Consumer services other";"D";"Detailhandel";"Retail";"D13";1;"Levantkade 167 - 90 m2<br>Levantplein 18 - 65 m2<br>";"03630000942508-03630000942509";2;155;0;"2017-04-14";9152;"POLYGON((4.941707 52.376434,4.941734 52.376482,4.941728 52.376572,4.94197 52.376579,4.941983 52.376434,4.941745 52.376426,4.941707 52.376434))";"4,941849";"52,3764945";
